custom_id,text,classificacao,source
fakebr_train_26,Inflação menor e alimentos mais baratos que ajudaram a segurar a média de preços no ano passado.,true,train
fakebr_train_27,"Motorista Antonio Anaquim atropelou pessoas no calçadão de Copacabana, causando a morte de um bebê; a Justiça determinou a apreensão do passaporte dele, português, para evitar que fuja; a defesa nega a intenção de deixar o Brasil; as investigações estão bem avançadas.",true,train
fakebr_train_28,"Movimentação intensa entre partidos para definir quais serão os nomes da disputa presidencial, com vários nomes já despontando (Lula/PT, Haddad, Doria, Alckmin, Meirelles, Marina Silva, Ciro Gomes e Bolsonaro).",true,train
fakebr_train_29,"Suposta delação de delcidio amaral cita cinco senadores (aecio neves, renan calheiros, romero juca, edison lobao, valdir raupp) como delatados em delação premiada; acordo ainda não homologado; ministro teori zavascki relator STF; delcidio deixou a prisao fevereiro; acusado obstruir investigações; Renan Calheiros sustenta que nunca autorizou, credenciou nem consentiu com uso de nomes de terceiros pela assessoria; Aécio Neves disse que manifestara informações concretas; nota: apesar de cinco senadores constarem na suposta delação de delcidio, conforme informou, devemos ter cuidado ao fazer julgamentos; nao patamar lula sao coisas totalmente distintas.",fake,train
fakebr_train_30,Video divulgado nas redes sociais afirma que tanques do Exército estão posicionados em Curitiba e que mortadelas/vermelhinhos vão tocar fogo no país após o afastamento de Dilma.,fake,train
fakebr_train_31,Pedido vista adiou decisao sobre recursos jose dirceu outros nove reus no tribunal regional federal regiao porto alegre; nao ha data prevista para a retomada.,true,train
fakebr_train_32,"O texto afirma que há debate sobre adoção do parlamentarismo no Brasil, mas o presidencialismo já está consagrado e foi mantido por plebiscitos; a mudança exigiria ampla reforma do sistema de representação partidária, pois sem ela o parlamentarismo é inviável, e o sistema atual favorece coalizões, fisiologismo e instabilidade governamental.",true,train
fakebr_train_33,"O juiz Sérgio Moro determinou o sequestro de milhões de dólares do Eduardo Cunha para garantir ressarcimento aos cofres públicos, em ação penal que apura pagamento de propina em contratos de fornecimento à Petrobras.",true,train
fakebr_train_34,"Diversos países realizaram protestos pelo Dia Internacional da Mulher, com destaque para a greve geral feminista na Espanha e manifestações em cidades ao redor do mundo, reivindicando direitos das mulheres, igualdade de gênero e fim da violência contra as mulheres, incluindo demandas como a legalização do aborto na Argentina.",true,train
fakebr_train_35,"O governador Raimundo Colombo negou ter pedido dinheiro à Odebrecht para campanha, afirmou que não houve encontros para negociação de recursos nem pagamentos, que Casan não vendeu nenhuma ação e que não houve negociação com Odebrecht; disse que vai esclarecer os fatos com as provas.",true,train
fakebr_train_36,"Padre Fabio abriu o coracao sobre sindrome panico, medo tao grande que sentia vontade morrer, durante programa Direcao Espiritual exibido ontem no canal Cancao Nova; internauta Eduardo Sampaio enviou video editado contendo partes do desabafo; ele disse que faz acompanhamento medico psiquiatra, toma medicamentos para controlar os sintomas, nao se sente inteiro, chora varias vezes, precisa viver e afirma que tudo e fruto de escolhas conscientes; nao sabe exatamente significa sindrome panico, so sabe que e coisa ruim; desejam boa sorte a ele e esperam que possa recuperar fisica espiritualmente, turbulencias do passado.",fake,train
fakebr_train_37,"Brasil está à beira de intervenção militar, com grande possibilidade de as Forças Armadas intervirem, em acordo com o General Romulo Bini Pereira, diante do clamor por intervenção em várias cidades e da aprovação da intervenção pela população contra a corrupção.",fake,train
fakebr_train_38,"MPF confirmou negociação de delação premiada com executivos da OAS, incluindo Agenor Franklin Medeiros; até o momento não houve acordo formal e existem tratativas de colaboração em andamento.",true,train
fakebr_train_39,"Suposta carta psicografada atribuída à cantora cassia eller falecida, ditada por medium, que afirma reencarnarei para a comunidade carente interior brasil, foi publicada em matéria do Jornal Extra (Grupo Globo) e emocionou internautas; não é a primeira desse tipo; recebemos que não é costume divulgar essas psicografias; assunto interno casa não poderia ter vazado, relatou Wilson; confira carta integra.",fake,train
fakebr_train_40,"Na Lava Jato, sob Sergio Moro, houve condenações e absolvições de diversos réus com recursos no TRF, incluindo Lula condenado a nove anos e seis meses por corrupção e lavagem no caso triplex; Joao Vaccari Neto condenado em quatro processos; Nelma Kodama condenada com pena reduzida; Maria Dirce Penasso escapou condenação; Fernando Augusto Stremel condenado por lavagem de dinheiro e posteriormente absolvido da corrupção passiva; o TRF reverteu quatro absolvições e manteve/alterou várias sentenças.",true,train
fakebr_train_41,Presidente sugere que PF/MPF ofereçam vantagens a delatores para inventarem fatos.,fake,train
fakebr_train_42,"explosao dupla de tempestades solares (duas CMEs) a caminho da Terra pode interromper comunicações, GPS e transmissões, bem como redes elétricas; NOAA pode emitir alerta; não se espera impactos incontroláveis; podem ocorrer belas auroras, sempre visíveis no céu limpo sobre o norte dos Estados Unidos.",true,train
fakebr_train_43,"A postagem afirma que a campanha de Lula recebeu propina de milhões de reais, havia dívida da campanha presidencial do PT, envolvendo o Grupo Schahin e a Petrobras, com contrato de US$ 1 bilhão assinado; a operação Sonda Vitória faria parte da quitação da dívida da campanha do PT; a afirmação partiu de Eduardo Musa, diretoria internacional, delação premiada na Lava Jato; Lula será condenado; denúncias feitas hoje mostram não menor possibilidade de escapar.",fake,train
fakebr_train_44,"A postagem discute mudanças no cinema contemporâneo após os escândalos de assédio em Hollywood (Harvey Weinstein e Kevin Spacey), a caça às bruxas, a tensão entre ética e estética e a busca por representatividade e experimentação, destacando filmes estrangeiros, ranking nacional e debates sobre empoderamento, política e mercado cinematográfico.",true,train
fakebr_train_45,"Temer afirmou ter acionado a Polícia Federal e pedido ao CADE que investiguem os aumentos de preço da gasolina nos postos, apurando cartelização do setor, e estudando maneiras de baratear o gás de cozinha para a população pobre.",true,train
fakebr_train_46,"Roberto Jefferson luta para manter a nomeação de sua filha Cristiane Brasil para o Ministério do Trabalho, no governo de Michel Temer, com o STF em jogo.",true,train
fakebr_train_47,"Chico Pinheiro está afastado do telejornal para tratar problemas cardíacos, tendo sido submetido a angioplastia com stent; Globo não confirmou nem negou o procedimento; ele informou pelas redes sociais que está doente e que vem monitorando a saúde do coração há anos; vai transmitir o Carnaval de São Paulo.",fake,train
fakebr_train_48,"Suzane von Richthofen e Anna Carolina Jatobá foram liberadas para saída temporária da penitenciária Tremembé, SP, nesta manhã; devem retornar até janeiro; ambas cumprem pena em regime semiaberto.",true,train
fakebr_train_49,"Caso Paula Diaz: jovem chilena que sofre com dor crônica e episódios neurológicos sem diagnóstico conclusivo, cuja família atribui doença neurológica degenerativa e que pediu autorização para morrer (eutanásia), reacende no Chile o debate sobre a legalização da eutanásia/suicídio assistido.",true,train
fakebr_train_50,"Gilmar Mendes afirmou que a Lava Jato passou a adotar prisão provisória eterna e voltou a criticar decisões judiciais que determinam prisão preventiva antes de qualquer condenação, dizendo que talvez o objetivo seja obter delação.",true,train
fakebr_train_51,"Presídio Estadual de Piraquara, região metropolitana de Curitiba, detentos explodiram muros e fugiram; 23 presos escaparam e dois morreram; a polícia usa helicóptero para localizar os fugitivos.",fake,train
fakebr_train_52,"O filme Tropa de Elite já alertava que o sistema é violento e corrupto e que inocentes ainda vão morrer; hoje a realidade retratada por Padilha confirma: traficantes, policiais milicianos matam, favelas existem, escândalos ocorrem, a corrupção continua e mudar as coisas vai demorar; o sistema ainda vai matar inocentes.",fake,train
fakebr_train_53,"Temer teme ser assassinado por pessoas ligadas à Operação Lava Jato, menciona reuniões reservadas no Palácio do Planalto sobre o temor de ser o próximo alvo e afirmou que não vai renunciar, não vai sair e vai recorrer à Justiça.",fake,train
fakebr_train_54,Circula a alegação de que o filho de Lula seria dono da Friboi; a postagem pede que pf mpf apresentem provas e menciona Sergio Moro.,fake,train
fakebr_train_55,"Tropkillaz é um duo brasileiro (Zegon e Laudz) que produziu Vai Malandra e atua como ponte entre rap, funk e música eletrônica, com raízes na cena curitibana, parcerias nacionais e internacionais (Diplo, Aloe Blacc, Karol Conka), assinatura com Universal Brasil e participação em festivais como o Lollapalooza.",true,train
fakebr_train_56,"Voo da American Airlines, do Galeão (Rio de Janeiro) com destino a Miami, foi forçado a aterrar no Distrito Federal devido a uma doença misteriosa que atingiu passageiros e tripulação, causando tonturas e desmaios; pelo menos quatro pessoas relataram tontura.",fake,train
fakebr_train_57,"A postagem afirma que haveria um acordo processual para favorecer um empresário na exploração de madeira na Amazônia, com suposta interferência de Lula nas negociações, citando Valter Lavitola e Silvio Berlusconi, e que a Justiça italiana pediu ouvir Lula para esclarecer a relação Lula-Lavitola.",fake,train
fakebr_train_58,"Transparência Internacional afirma que o Brasil está em encruzilhada na luta contra a corrupção, reconhece o esforço do país para combatê-la, mas alerta para o risco de retrocesso diante dos escândalos como Lava Jato e da instabilidade institucional, incluindo a desfiguração do pacote anticorrupção pelo Congresso.",true,train
fakebr_train_59,Tribunal Regional Federal da Região Porto Alegre dobrou a pena imputada a joao vaccari neto no caso lava jato.,true,train
fakebr_train_60,"Indústria de casamentos está capitalizando a tendência das redes sociais, oferecendo hashtags personalizadas, filtros geográficos, paredes de hashtags e assistentes de redes sociais, com pacotes que podem custar milhares de dólares, para aumentar o engajamento e a viralização de casamentos.",true,train
fakebr_train_61,Tommy Jordan atirou no notebook da filha adolescente após ler a postagem dela no Facebook.,fake,train
fakebr_train_62,"Justiça decretou a prisão do cantor latino por não pagar pensão alimentícia; débito não divulgado pela Justiça; ele é pai de nove filhos, segundo o jornal Extra.",fake,train
fakebr_train_63,gilmar mendes acatou hoje pedido feito defesa sergio cabral para evitar transferencia dele para o prisao federal,fake,train
fakebr_train_64,"O advogado de Lula, José Roberto Batochio, afirmou que prisão após condenação em segunda instância contraria a Constituição Federal e pediu aos ministros do STF que aguardem o julgamento de ações diretas de constitucionalidade, discutindo a prisão antes da decisão final, ressaltando a presunção de inocência.",true,train
fakebr_train_65,"Camara DF deve votar o orçamento nesta terça-feira, com sessão extraordinária convocada para janeiro, e emenda de 1 bilhão de reais para o IPREV que só será analisada após as festas de fim de ano; ainda não há consenso e a sessão extraordinária não gera custo adicional.",true,train
fakebr_train_66,"Oito oportunidades de empreendedorismo no segmento de eficiência energética foram identificadas em estudo conjunto envolvendo AES Tietê, Eletropaulo, aceleradora de negócios e Artemisia.",true,train
fakebr_train_67,PSDB pediu cassação da chapa Dilma Rousseff-Michel Temer por abuso de poder político e econômico na eleição; TSE retomou o julgamento.,true,train
fakebr_train_68,"Patricia Lelis é acusada de mentir e extorquir dinheiro; a denúncia apresentada pelo Ministério Público foi aceita pela Justiça, com interrogatório marcado e possibilidade de julgamento.",true,train
fakebr_train_69,"O coronel Adilson Moreira, terceiro comandante da Força Nacional de Segurança, pediu demissão.",fake,train
fakebr_train_70,"Marisa Letícia Lula da Silva permanece internada na UTI do hospital em São Paulo, sedada, com pressão intracraniana controlada, após AVC com hemorragia cerebral, em estado estável, mas ainda demanda suporte intensivo.",true,train
fakebr_train_71,É fácil tirar Lula da disputa presidencial; basta criar uma PEC que exija diploma mínimo (curso superior) para se candidatar ao cargo de Presidente da República.,fake,train
fakebr_train_72,"Delatores Joao Santana e Monica Moura afirmam que Dilma Rousseff foi avisada com antecedência sobre avanços da Operação Lava Jato por meio de mensagens trocadas, enquanto a assessoria de Dilma afirma que tais delações são mentirosas.",true,train
fakebr_train_73,"Felipe Salsano é pintor brasiliense que, apoiado pela mãe cega, descobriu o talento pela pintura, estudou academia belas artes florenca, e atualmente tem exposição cotidianos no Museu Correios, Brasília, com quadros datados novembro deste ano, dividindo a sala terceiro andar.",true,train
fakebr_train_74,A CCJ aprovou o fim do foro privilegiado.,fake,train
fakebr_train_75,"Esforços da Aeronáutica para regulamentar a soltura de balões (fogo e balões ecológicos) para reduzir os riscos à aviação no Brasil, com participação de Cenipa, ANAC e associações de baloeiros, incluindo testes, campanhas de prevenção e debate entre repressão e regulamentação, diante de um impasse que persiste há anos.",true,train
fakebr_train_76,"Lula é descrito como líder confiante que já gastou todos os trunfos, indicou ministros no STF, recrutou políticos de pior espécie, corrompeu, ameaçou, negou, chantageou, desafiou e fez pacto; o STF é apresentado como cercado por interesses puramente políticos, quase colocando em xeque a credibilidade do judiciário brasileiro, com provas contra o barbudo não parando de chegar.",fake,train
fakebr_train_77,"Relato de violência doméstica contra mulher durante a gravidez, com agressões físicas e verbais pelo marido, que resultaram em ferimentos e hospitalização; a vítima registrou boletins de ocorrência, recebeu apoio da família e decidiu deixar a casa para proteger a filha.",true,train
fakebr_train_78,"Pabllo Vittar planeja turnê voltada publico adolescente e menores idade com classificacao indicativa, nenhuma musica precisara ser cortada, afirma nao temer criticas nem ataques conservadores, pretendendo realizar shows em varias regioes do Brasil.",true,train
fakebr_train_79,"Donald Trump afirmou estar determinado a buscar a paz durante a audiência com o Papa Francisco no Vaticano, em sua primeira viagem internacional.",true,train
fakebr_train_80,"Durante churrasco em Sapopemba, zona leste de São Paulo, dois homens em motocicleta anunciaram assalto; houve tiroteio, resultando na morte de um suspeito e ferimentos no outro; o caso está sendo investigado pela DHPP.",true,train
fakebr_train_81,"Afirma que o Brasil atingiu um ponto crítico e que Eduardo Cunha vai implodir a política brasileira após o STF negar habeas corpus, com a velha política corrupta sendo desmascarada, defendendo a convocação das Forças Armadas para garantir a lei e a ordem até novas eleições diretas.",fake,train
fakebr_train_82,"Governo federal determinou que a Polícia Rodoviária Federal atue para desbloquear estradas bloqueadas por caminhoneiros; quem fechar estradas será multado, com multas altas, e se não retirar o veículo, será rebocado; a cada nova interdição, será multado, com o objetivo de garantir que caminhoneiros possam trabalhar e ter liberdade de ir e vir.",fake,train
fakebr_train_83,O governo federal ofereceu verbas escolares para influenciar votos no impeachment de Dilma Rousseff.,fake,train
fakebr_train_84,"A postagem afirma que Lula pretende usar um laudo medico com diagnóstico depressao para escapar da cadeia, que advogados petistas ja tentam traçar nova estrategia escapar justica, incluindo greve fome como parte da estrategia juridica; o laudo devera ser apresentado aos desembargadores da turma segunda instancia de Curitiba; a postagem afirma ainda que jornal brasilia ja encontrou medico confianca preparando laudo, incluindo desgaste mental, estresse e hipertensao; veja publicado jornal cidade online.",fake,train
fakebr_train_85,"A postagem descreve a pauta polêmica prevista para movimentar o Congresso Nacional após o recesso, incluindo a reforma previdenciária, a mudança da regra ouro das contas públicas, cassação de mandatos (Paulo Maluf) e o caso Lúcio Vieira Lima, restrição ao foro privilegiado, propostas de privatização (Eletrobras) e mudanças na legislação trabalhista, com votações previstas para fevereiro, sob liderança do governo e de Rodrigo Maia.",true,train
fakebr_train_86,"Temer gravou conversa com Joesley Batista discutindo silêncio de Eduardo Cunha, segundo Globo; Rodrigo Maia encerrou a sessão da Câmara minutos após a notícia.",true,train
fakebr_train_87,"Operação Trapaca, terceira fase da Carne Fraca, investiga fraude na emissão de laudos de laboratórios privados credenciados pela SDA, com alterações de resultados de análises de amostras de carne de frango da BRF, incluindo a presença de Salmonella, envolvendo executivos e supervisores de laboratório, com o objetivo de burlar a fiscalização sanitária e a certificação de produtos.",true,train
fakebr_train_88,"navios russos e chineses estao perseguindo a frota dos EUA, com navios espioes acompanhando a armada chinesa, e o presidente autorizou o envio de dois uss ronald reagan e uss nimitz para reforçar a frota naval.",fake,train
fakebr_train_89,"O post afirma que o jornalista Diego Bargas, de esquerda, tentou provocar Danilo Gentili em entrevista sobre o filme, acabou demitido, desabafou nas redes sociais como militante defendendo Dilma, Lula e Haddad, e que a entrevista foi invasiva e não abordou direcao, roteiro, fotografia ou atuacao.",fake,train
fakebr_train_90,"Medicos cubanos do Programa Mais Médicos no Brasil alegam desigualdade salarial e movem ações na Justiça para restabelecer a continuidade/renovação do vínculo; o pagamento é feito pelo governo brasileiro via OPAS e repassado ao governo cubano, que paga apenas parcialmente aos profissionais, e algumas decisões judiciais já reconheceram o direito à continuidade, mantendo o vínculo com Cuba.",true,train
fakebr_train_91,Estudantes df participam torneio nacional robotica curitiba tema deste ano crise hidrica.,true,train
fakebr_train_92,"Famílias influentes controlam a riqueza do planeta e vão exterminar a população, enquanto liberdades são gradualmente retiradas, com o poder do New World Order crescendo; há uma organização elitista composta por um conselho de famílias influentes que orquestra todos os grandes eventos mundiais (incluindo Rothschild, Bauer, Bower, Bruce, Cavendish, Kennedy, Medici, Hanover, Habsburgo, Krupp, Plantagenet, Rockefeller, Romanov, Sinclair, Clair, Warburg, Windsor); a população é controlada por essas elites e as instituições operam por leis próprias, não havendo mundo tribunal de justiça; sociedades secretas atuam por galhos da organização, usando doutrinação, lavagem cerebral e despovoamento através do sistema educacional, com crianças induzidas a memorizar, pensar, obedecer e questionar.",fake,train
fakebr_train_93,"Senado inicia a discussão de projeto de abuso de autoridade apresentado pelo presidente Renan Calheiros, que pretende endurecer punições a juízes, procuradores e outras autoridades; o texto tem sido criticado pelo Judiciário e pelo Ministério Público como tentativa de intimidar magistrados e procuradores, e Renan afirma que o projeto não é contra Judiciário nem promotores, apenas pune abusos.",true,train
fakebr_train_94,"lula tenta desmoralizar sergio moro; a defesa aponta parcialidade de sergio moro e cita motivos que tornariam o juiz incompetente para julgar petistas, incluindo proximidade íntima com setores da imprensa, participação em eventos organizados por inimigos políticos, edição de livros sobre o tema e envolvimento pessoal na fase investigatória.",fake,train
fakebr_train_95,"Megan Kalmoe, remadora do time olímpico dos EUA, disse que vai remar através da América para acalmar os compatriotas e amenizar as notícias ruins sobre as Olimpíadas.",fake,train
fakebr_train_96,"Proposta de solução prudente: Cármen Lúcia assume a presidência por eleições indiretas, com Henrique Meirelles como ministro da Fazenda, para conduzir o mercado e acalmar a população até as próximas eleições diretas.",fake,train
fakebr_train_97,"Pamela fingiu gravidez para obrigar o pai, Victor Sedassare, a arcar com despesas da gestação e com pensão durante a gestação; a promotoria afirma que a pensão não foi concedida e que a lei não exige comprovação de paternidade para esse tipo de pensão gravídica; há indícios de fraude com documentos médicos, fotos e redes sociais que demonstravam o relacionamento na época; nasceu a filha Laura; a mãe não permitiu que o pai visse a filha; a justiça investiga e pode responsabilizar criminalmente Pamela e familiares; houve festa de aniversário que expôs a farsa e houve invasão por Emily; o caso tramita em segredo de justiça.",true,train
fakebr_train_98,"EUA enviaram dois bombardeiros ao Pacífico e realizaram duas missões bilaterais sequenciais com Japão e Coreia do Sul; a Coreia do Norte afirmou que ataque à base Guam seria implementado em forma múltipla consecutiva e poderia ser executado a qualquer momento, bastando autorização do líder Kim.",fake,train
fakebr_train_99,"Perito Ricardo Molina afirmou que a gravação envolvendo Temer é imprestável para a investigação, por apresentar descontinuidades, mascaramentos, ruídos e trechos ininteligíveis, e que a gravação entregue ao Ministério Público não é original e não pode ser considerada autêntica.",true,train
fakebr_train_100,"Segundo o historiador americano Palen, o protecionismo atual tem semelhanças com o cenário que levou à Primeira Guerra Mundial, guerras comerciais não têm vencedores e podem transformar aliados em inimigos, ameaçando desintegrar a ordem econômica global.",true,train
fakebr_train_101,"A Câmara dos Deputados aprovou o fundo partidário, dobrando o valor previsto para o próximo ano e ampliando os repasses para financiar partidos políticos.",fake,train
fakebr_train_102,"Coreia do Norte ameaça os EUA com ataque nuclear preventivo, afirma estar preparada para realizar testes nucleares e lançá-lo, com forças mobilizadas e armas capazes de atingir os EUA, dizendo que não recuará e atacará primeiro.",fake,train
fakebr_train_103,"Trump pretende encerrar o acordo nuclear com o Irã, o que pode dificultar as negociações com a Coreia do Norte; analistas avaliam que, se os EUA abandonarem o acordo iraniano, a Coreia do Norte pode desistir de negociar.",true,train
fakebr_train_104,"Marun afirma que vai apresentar pedido de impeachment contra o ministro Luís Roberto Barroso, do STF, alegando que Barroso invadiu a competência exclusiva do presidente Michel Temer ao alterar regras do decreto sobre indulto; diz ter prerrogativa de levar ao Senado Federal o pedido de análise de impeachment, com apresentação prevista para a primeira semana de abril; Marun negou já ter apresentado o pedido e afirmou que advogados amigos estão preparando o texto.",true,train
fakebr_train_105,"Grupo de mulheres pede segurança e punição exemplar para o ator José Mayer após assédio, além de alteração do código de conduta dos colaboradores da emissora; direção afirma estar tomando providências para garantir os direitos dos funcionários.",fake,train
fakebr_train_106,"O consumo de sushi cru pode causar anisakiase (infecção parasitária grave) causada pela ingestão de larvas de anisakis presentes em peixes e frutos do mar crus; estudo apontado pelo British Medical Journal descreveu diagnóstico detalhado em um homem com fortes dores abdominais, febre e vômitos, cuja endoscopia revelou larvas proliferando no estômago; a doença pode ser removida por endoscopia e, nesse caso, não foi necessária intervenção cirúrgica; a larva costuma ficar no intestino delgado e pode perfurar o intestino, provocando peritonite; o CDC alertou que são necessárias medidas preventivas: peixe deve estar congelado temperatura abaixo período mínimo horas idealmente dias; durante o preparo o peixe deve ser aquecido temperaturas acima graus, assim as larvas parasita são eliminadas; bons restaurantes devem capacitar sushimens para detectar larvas anisakis no preparo; no Brasil já foi relatado caso de morte por infecção grave devido ao consumo de peixe cru.",fake,train
fakebr_train_107,"Trump advertiu a Coreia do Norte para não provocar os EUA, afirmou que chegou o tempo da força para isolar o brutal regime e pediu que todas as nações responsáveis se unam para cumprir as resoluções da ONU, buscando a paz por meio da força.",true,train
fakebr_train_108,"Temer revela camuflada ideologia comunista e busca aproximação com Cuba e com a esquerda moderada, apoiando o impeachment de Dilma Rousseff.",fake,train
fakebr_train_109,Retrospectiva dos principais fatos do ano na Paraíba.,true,train
