custom_id,text,classificacao,source
faketweetbr_train_53,Afirma que Jesus é travesti e gay; está na Globo no criança esperança.,fake,train
faketweetbr_train_54,Criança Esperança terá apresentação do transformista que igualou Jesus a travesti.,fake,train
faketweetbr_train_55,Afirma que o idiota q chamou Jesus de bicha de travesti vai participar do Criança Esperança da Globo e pede para dizer NÃO à Criança Esperança e NÃO DOE.,fake,train
faketweetbr_train_56,"Afirma que a Globo desconta dinheiro do imposto de renda e que Johnny Hooker, que chamou Jesus de bicha e travesti, vai se apresentar no Criança Esperança (ou que isso está sendo escondido).",fake,train
faketweetbr_train_57,Cantor que afirmou que Jesus é travesti e “bicha” é denunciado no Ministério Público Federal.,fake,train
faketweetbr_train_58,A ABIN lançou nota negando que o desastre de Brumadinho foi um atentado terrorista feito por 1 cubano e 1 venezuelano.,true,train
faketweetbr_train_59,Fake news distribuída pela extrema-direita nas redes sociais atribui a um venezuelano imaginário e a um cubano imaginário uma explosão terrorista que teria gerado a tragédia na barragem de Brumadinho.,true,train
faketweetbr_train_60,Rompimento da barragem de Brumadinho pode ter sido um ato terrorista envolvendo um cubano e um venezuelano.,true,train
faketweetbr_train_61,"A tragédia em Brumadinho foi, na verdade, um atentado terrorista causado por um cubano e um venezuelano.",true,train
faketweetbr_train_62,A notícia de salvo-conduto de Lula é falsa.,true,train
faketweetbr_train_63,"A ministra Cármen Lúcia, do STF, enviou ao advogado José Roberto Batochio o salvo-conduto do ex-presidente Lula, autorizando-o a viajar e transitar livremente.",fake,train
faketweetbr_train_64,Lula recebe o salvo conduto do STF.,fake,train
faketweetbr_train_65,"STF está dando Salvo Conduto para Lula; a postagem chama o STF de ditadores esquerdiotas, dizendo que são a vergonha do Brasil e que vão cair.",fake,train
faketweetbr_train_66,STF concede salvo-conduto a Lula para ser solto nas próximas horas.,fake,train
faketweetbr_train_67,"Parece que terá salvo conduto para Lula deixar a prisão política em que se encontra, via STF.",fake,train
faketweetbr_train_68,"11 homens que não receberam um só voto do povo vão decidir se enterram o país; Lula, Cunha, Cabral, Vacari Neto e Zé Dirceu podem receber hoje, das mãos do STF, alvarás/salvo-conduto de impunidade e detonar o governo Bolsonaro.",fake,train
faketweetbr_train_69,Os vermes MST e petistas invadem Brumadinho para roubar o que é de direito das vítimas da tragédia da barragem; eles vêm de longe para ocupar as terras.,fake,train
faketweetbr_train_70,"Existe uma forte relação entre o MST, o MAB (Movimento dos Atingidos por Barragem) e a Igreja Católica; a presença do MST em Brumadinho é apenas para reforçar o apoio às famílias atingidas pelas barragens.",true,train
faketweetbr_train_71,"MST está perseguindo as famílias das vítimas em Brumadinho, parasitas.",fake,train
faketweetbr_train_72,MST invade BRUMADINHO para reivindicar as terras das vítimas da tragédia da barragem.,fake,train
faketweetbr_train_73,Vagabundos do MST vêm de tudo quanto é lugar para pegar as terras em Brumadinho.,fake,train
faketweetbr_train_74,"Deputado repercute notícia falsa sobre o MST ter invadido Brumadinho para tomar terras de atingidos pela barragem, o que já foi desmentido.",true,train
faketweetbr_train_75,MST invadem Brumadinho para reivindicar as terras como se fossem vítimas da tragédia da barragem.,fake,train
faketweetbr_train_76,Os vagabundos do MST agora resolveram envadi brumadinho.,fake,train
faketweetbr_train_77,Boato de que o MST roubou vítimas do crime ambiental em Brumadinho foi desmentido; MST ajudou as vítimas com doações de produtos agrícolas; quem roubou foi a Vale privatizada.,true,train
faketweetbr_train_78,"Os vermes MST e petistas invadem Brumadinho para ROUBAR o quê é de direito das vítimas da tragédia da barragem; eles vêm de longe para ocupar as terras, temos que denunciar urgente.",fake,train
faketweetbr_train_79,AVISEM O PRESIDENTE SOBRE A INVASAO DO MST EM BRUMADINHO; MANDEM AS FFAA PARA LA E TIREM OS VAGABUNDOS A BALA.,fake,train
faketweetbr_train_80,MST e petistas invadem Brumadinho para roubar o que é de direito das vítimas da tragédia da barragem.,fake,train
faketweetbr_train_81,Faltou proteger Brumadinho; terra devastada e imóveis sem donos; o MST veio e se instalou lá.,fake,train
faketweetbr_train_82,"Afirma que MST é PT, que estão tumultuando Brumadinho, que querem receber terras que serão distribuídas às famílias das vítimas, prendem todo mundo e levam para a prisão rural.",fake,train
faketweetbr_train_83,O MST está em Brumadinho pra fazer inferno e querer roubar oq é de direito dos MORADORES.,fake,train
faketweetbr_train_84,MST invade Brumadinho.,fake,train
faketweetbr_train_85,"Militontos do MST invadem Brumadinho para usurpar terras e benefícios gerados pela tragédia, não para ajudar.",fake,train
faketweetbr_train_86,"Os vagabundos dos MST estão lá em Brumadinho, tentando roubar a ajuda que eles recebem.",fake,train
faketweetbr_train_87,U R G E N T Í S S M O MST e petistas invadem Brumadinho para ROUBAR o quê é de direito das vítimas da tragédia da barragem.,fake,train
faketweetbr_train_88,"Nao basta o povo de Brumadinho ter sofrido com a catástrofe, agora sofrem a ameaça de invasão do MST e dos aproveitadores do PT.",fake,train
faketweetbr_train_89,O MST está em Brumadinho jurando que vive lá há milhões de anos.,fake,train
faketweetbr_train_90,"O MST está em Brumadinho para roubar e dar golpes; já estão devidamente mapeados e, se tentarem estabelecer uma comuna, chumbo vai comer.",fake,train
faketweetbr_train_91,"MST só foi a Brumadinho porque a enchente do Rio Doce despejou muita terra, para ajudar os inocentes cobertos por lama; só israel.",fake,train
faketweetbr_train_92,"Os vermes de Cuba, MST e petistas invadem Brumadinho para SAQUEAREM o quê é de direito das vítimas da tragédia da barragem!",fake,train
faketweetbr_train_93,"Pede o envio da Força Nacional para Brumadinho, alegando que Brumadinho foi invadida pela MST para tumultuar a cidade e prejudicar o povo da região.",fake,train
faketweetbr_train_94,"Os vermes MST e petistas invadem Brumadinho para ROUBAR o quê é de direito das vítimas da tragédia da barragem; vêm de longe para ocupar as terras, temos que denunciar urgente.",fake,train
faketweetbr_train_95,"Os vermes do MST e petistas invadem Brumadinho MG para ROUBAR o quê é de direito das vítimas da tragédia do rompimento da barragem, e saem de longe para ocupar as terras das pessoas que ainda nem se recuperaram.",fake,train
faketweetbr_train_96,O MST realiza ato político-cultural em solidariedade às famílias da tragédia da Vale em Brumadinho.,true,train
faketweetbr_train_97,MST convoca ato nesta sexta-feira contra os crimes da Vale em Brumadinho.,true,train
faketweetbr_train_98,"MST convoca ato político em apoio aos sem-terra atingidos pela mineração, em Brumadinho, Minas Gerais, nesta sexta-feira (05).",true,train
faketweetbr_train_99,Mulheres do MST bloqueiam trem em Sarzedo por mortos de Brumadinho e Marielle.,true,train
faketweetbr_train_100,"400 mulheres sem terra denunciam o assassinato em massa com o rompimento da barragem de Brumadinho, neste dia que se complete 1 ano da morte de Marielle Franco; as mulheres do MST pararam o trem da Vale que transporta o minério de ferro extraído da região.",true,train
faketweetbr_train_101,Mulheres do MST e do MAM ocuparam os trilhos da Vale em Minas Gerais para denunciar o crime da empresa em Brumadinho e o assassinato de Marielle Franco.,true,train
faketweetbr_train_102,"MST e MAB bloquearam o trem de minérios em Sarzedo (MG), criticaram o modelo predatório de mineração e pediram justiça para Marielle; a Polícia Militar agiu com violência e feriu 10 pessoas.",true,train
faketweetbr_train_103,"Em Minas Gerais, acampamentos do MST são afetados pelo rompimento da barragem de Brumadinho.",true,train
faketweetbr_train_104,É falsa a mensagem atribuída a Gleisi Hoffmann desmerecendo Ayrton Senna.,true,train
faketweetbr_train_105,É #FAKE que Gleisi Hoffmann disse que não vê motivos para homenagens a Senna.,true,train
faketweetbr_train_106,Gleisi Hoffmann é alvo de fake news em relação às homenagens ao piloto Ayrton Senna.,true,train
faketweetbr_train_107,"A postagem chama Gleisi de safada e afirma que ela está comparando Senna, chamando-o de ladrão desgraçado.",fake,train
faketweetbr_train_108,@gleisi disse que não vê motivos para homenagear Airton Senna; bora para uma enquete quem merece?,fake,train
faketweetbr_train_109,Pelé não morreu; as fake news sobre a morte de Pelé são manifestamente exageradas.,true,train
faketweetbr_train_110,Pelé morreu.,fake,train
faketweetbr_train_111,"PT, PSOL e PCdoB transformaram Praia Vermelha ( Urca ) em praia de nudismo.",true,train
faketweetbr_train_112,"Afirma que a Praia Vermelha, vizinha ao Morro da Urca, está virando praia de nudismo, com a intenção de afrontar os militares, que têm unidades nessa praia, esperando uma represália para que haja um confronto e então chamar os militares de gorilas truculentos, tudo orquestrado por PT, Psol PCdoB.",fake,train
faketweetbr_train_113,Agora a Praia da Urca é praia de Nudismo.,fake,train
faketweetbr_train_114,Moro não disse que as manifestações seriam de meia dúzia de estudantes despreparados.,true,train
faketweetbr_train_115,Moro não disse que manifestações são de ‘meia dúzia de estudantes despreparados’.,true,train
faketweetbr_train_116,Moro não disse que manifestações são de ‘meia dúzia de estudantes despreparados ’.,true,train
faketweetbr_train_117,"Moro ataca os estudantes, dizendo que são despreparados.",fake,train
faketweetbr_train_118,"Moro está mostrando sua verdadeira cara; a frase ""Meia dúzia de estudantes despreparados não vão atrapalhar o governo"" é apresentada como falsa; o texto o descreve como falso, mentiroso, debochado e cegado pelo poder, afirmando que já se adaptou ao estilo do patrão e questionando a que governo se refere.",fake,train
faketweetbr_train_119,O Xerife Moro diz que meia dúzia de estudantes despreparados estavam nas manifestações.,fake,train
faketweetbr_train_120,Meia dúzia de estudantes despreparados não vão atrapalhar o governo.,fake,train
faketweetbr_train_121,"É MENTIRA que pinos para consumo de crack e cocaína tenham sido encontrados na UFES; trata-se material coletado durante uma ação realizada por uma ONG em um manguezal de Santos, SP.",true,train
faketweetbr_train_122,Damares Alves não defendeu revogação da Lei Maria da Penha.,true,train
faketweetbr_train_123,"Circula mensagem dizendo que a ministra Damares Alves revogará a Lei Maria da Penha; o Ministério da Mulher, da Família e dos Direitos Humanos negou que a ministra pretenda acabar com a lei e disse que Damares a considera uma das melhores do mundo.",true,train
faketweetbr_train_124,Circula a alegação de que a ministra Damares Alves revogará a Lei Maria da Penha; o Ministério negou a intenção de acabar com a lei e disse que Damares a considera uma das melhores do mundo.,true,train
faketweetbr_train_125,"A suposta rachadura da Ponte Rio-Niterói é, na verdade, uma folga existente justamente para que não ocorra um acidente caso o concreto e o aço sofram expansão/dilatação.",true,train
faketweetbr_train_126,A Ponte Rio Niterói apresenta uma tremenda rachadura.,fake,train
faketweetbr_train_127,Rachadura na ponte Rio-Niterói pode ser o início de uma grande tragédia.,fake,train
faketweetbr_train_128,Há uma grande rachadura na ponte Rio-Niterói.,fake,train
faketweetbr_train_129,A Ponte rio niterói tem uma rachadura sinistra.,fake,train
faketweetbr_train_130,Não é rachadura; é uma junta de dilatação da ponte Rio-Niterói.,true,train
faketweetbr_train_131,LULA FOI INDICADO PELA REVISTA FORBES COMO O MAIOR LADRÃO DO MUNDO,fake,train
faketweetbr_train_132,Câncer tem cura - planta ARANTO.,fake,train
faketweetbr_train_133,É falso que Dilma Rousseff gastou R$ 73 milhões em salão de beleza.,true,train
faketweetbr_train_134,É falso que o Brasil comprou ou ganhou de Israel 15 helicópteros militares.,true,train
faketweetbr_train_135,O assassino de Marielle era do PT.,fake,train
faketweetbr_train_136,Essa planta cura até câncer.,true,train
faketweetbr_train_137,Câncer tem CURA - planta ARANTO.,fake,train
faketweetbr_train_138,Foram doados 15 helicópteros AH-64 Apache ao povo brasileiro.,fake,train
faketweetbr_train_139,"73,07% das urnas apuradas: Dilma 53,16%, Serra 46,84%.",true,train
faketweetbr_train_140,a Dilma não ficou bonita no salão de beleza.,fake,train
faketweetbr_train_141,Aveloz ou Aranto são plantas que trouxeram cura do câncer para pessoas em fase terminal inclusive e a Ana pode tomar paralelo ao tratamento.,fake,train
faketweetbr_train_142,Forbes elegeu Dilma como uma das mulheres mais poderosas do mundo e a estampou na capa; Lula também já foi capa da Forbes.,true,train
faketweetbr_train_143,Forbes reputou Lula a posse de uma fortuna pessoal estimada em mais de R$ 2 bilhões de dólares.,fake,train
faketweetbr_train_144,ARANTO planta q cura câncer.,fake,train
faketweetbr_train_145,Afirma que o suco de ARANTO cura o câncer.,fake,train
faketweetbr_train_146,Há suspeita de que o assassino de Marielle era do PT.,fake,train
faketweetbr_train_147,"Aranto atua no tratamento de câncer e é ótima para curar doenças da pele, lesões e feridas.",fake,train
faketweetbr_train_148,"Aranto é a planta usada para combater sérios problemas de saúde, principalmente o câncer.",fake,train
faketweetbr_train_149,"Aranto cura o câncer e muitas outras doenças, dizem as pesquisas!",fake,train
faketweetbr_train_150,"Aranto indicado para o tratamento contra o câncer, e também serve para curar doenças de pele, lesões, feridas, gangrenas e hemorragias; devido ao seu efeito sedativo, diz-se ainda que o aranto ajuda a tratar problemas psicológicos, como por exemplo a esquizofrenia.",fake,train
faketweetbr_train_151,Assassino da Marielle é apoiador do Lula e PT.,fake,train
faketweetbr_train_152,A postagem afirma que a pessoa na camisa é o assassino da Marielle e que ele é eleitor do PT e do Lula.,fake,train
faketweetbr_train_153,"Bradil ganha de presente de Israel 15 helicópteros AH-64 Apache, o mais avançado para combater o crime organizado.",fake,train
faketweetbr_train_154,Brasil ganha 15 helicópteros AH-64 Apache de Israel como presente para combater o crime organizado.,fake,train
faketweetbr_train_155,"Brasil ganha de presente de Israel 15 helicópteros AH-64 Apache, o mais avançado para combater o crime organizado.",fake,train
faketweetbr_train_156,"CPI da Petrobrás e a queda de popularidade da DILMA causam isso, com PETR3+5,73%; PETR4+5,69%; BB+6,39%; ELET3+10,53% e ELET6+5,76%.",true,train
faketweetbr_train_157,Forbes afirma que a fortuna pessoal de Lula é estimada em 2 bilhões de dólares.,fake,train
faketweetbr_train_158,"Lula tem uma fortuna de bilhões de dólares, sendo um dos mais ricos do mundo, segundo a Forbes.",fake,train
faketweetbr_train_159,"Coxinha espalha que Lula e seus filhos são milionários, alegando ter visto isso na capa da Forbes; a capa era falsa.",true,train
faketweetbr_train_160,"De acordo com a metodologia da FORBES, existem alguns bilionários que são políticos; Lula não é um deles.",true,train
faketweetbr_train_161,O assassino de Marielle é membro da organização criminosa PT e ainda usa camisa com a foto do líder criminoso preso.,fake,train
faketweetbr_train_162,"Um salão de beleza que @dilmabr frequentava recebeu a bagatela de 73 milhões de reais, esta mesma Coaf não divulgou nada.",fake,train
faketweetbr_train_163,"PT roubou mais em menos tempo; em 8 anos Lula fez o pé de meia bilionário, somando a fortuna da família que passa de 4 bilhões, Revista Forbes.",fake,train
faketweetbr_train_164,Pergunta se Lula figura na Forbes com uma fortuna em torno de 2 bilhões de reais e se a fortuna foi herdada de Marisa Letícia também.,fake,train
faketweetbr_train_165,Existem dois chás que auxiliam na cura do câncer: Aranto e Graviola.,fake,train
faketweetbr_train_166,Aranto é uma planta que cura câncer.,fake,train
faketweetbr_train_167,Fortuna pessoal de Lula é estimada em 2 Bilhões de dólares pela Forbes.,fake,train
faketweetbr_train_168,Governo israelense faz doação de 15 Helicópteros AH-64 para o Brasil durante visita de Bolsonaro à Israel.,fake,train
faketweetbr_train_169,"Afirma que o Salão de Beleza recebeu R$ 73 milhões por serviços de tecnologia, pagos com dinheiro público, em contratos milionários iniciados na era Dilma Rousseff.",fake,train
faketweetbr_train_170,Israel doou 15 helicópteros AH-64.,fake,train
faketweetbr_train_171,Israel doou helicópteros AH-64 para o Brasil.,fake,train
faketweetbr_train_172,O cabelo de @dilmabr é tão ruim que precisa de alta tecnologia no salão de beleza; 73 milhões não é exagero; claro que o @ptbrasil vai dizer que era necessário para manter a boa aparência do país.,fake,train
faketweetbr_train_173,Israel doou 15 helicópteros AH-64 Apache ao Brasil.,fake,train
faketweetbr_train_174,"Bolsonaro quer acabar com mais de 8.000 radares e Fabiano Contarato, senador da Rede (partido de Marina Silva), entrará com pedido na Justiça para obrigar o governo a implantar os radares.",fake,train
faketweetbr_train_175,PLANTA QUE CURA CANCER ARANTO COMO USAR,fake,train
faketweetbr_train_176,Planta de aranto cura câncer — FALSA.,true,train
faketweetbr_train_177,Bolsonaro está tentando derrubar a ordem sobre os radares novos nas estradas e atacar Marina Silva.,fake,train
faketweetbr_train_178,O senhor presidente manda tirar os radares.,fake,train
faketweetbr_train_179,Um salão de beleza petista recebeu R$ 73 milhões por serviços de tecnologia.,fake,train
faketweetbr_train_180,"Revista Forbes revela fortuna bilionária de Lula, tornando-o um dos mais ricos do mundo; vasculhe tudo e repatrie valores das contas no exterior.",fake,train
faketweetbr_train_181,"Forbes revela fortuna bilionária de Lula, um dos mais ricos do mundo.",fake,train
faketweetbr_train_182,Salão de beleza recebeu R$ 73 milhões por serviços de tecnologia no governo Dilma.,fake,train
faketweetbr_train_183,Lula segundo a revista forbes de 2006 dizia ter uma fortuna de 2 bilhões; como ele ficou tão rico?,fake,train
faketweetbr_train_184,Forbes esclarece o viral que colocava Lula entre bilionários do ano.,true,train
faketweetbr_train_185,"Procurei o link da Forbes dando esses bilhões pro Lula e não encontrei; por isso vocês acreditam em tantas mentiras, ficam propagando notícias falsas sem checar a fonte apenas porque a mentira lhes convém.",true,train
faketweetbr_train_186,É #FAKE que Lula aparece na lista de mais ricos do mundo da revista Forbes.,true,train
faketweetbr_train_187,É falso que Israel doou ao Brasil 15 helicópteros; vídeo mostra aeronave turca.,true,train
faketweetbr_train_188,É falso que Israel doou ao Brasil 15 helicópteros; vídeo mostra aeronave turca.,true,train
faketweetbr_train_189,"G. Mourão corta 100% das verbas das mídias citadas, o que pode levar à falência de Folha de S.Paulo, Estadão, GloboNews e O Globo em alguns dias, e a Globo também perderia cerca de 40% do orçamento total, resultando na demissão de artistas e apresentadores.",fake,train
faketweetbr_train_190,"Afirma que houve repasse de dinheiro da conta de Jean Wyllys para a conta de Adélio Bispo de R$ 50.000,00 e que Jean Wyllys e Maria do Rosário são os mandantes do atentado.",fake,train
faketweetbr_train_191,Jair Bolsonaro não foi escolhido personalidade do ano pela Revista Time.,true,train
faketweetbr_train_192,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_193,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_194,"Jair Messias Bolsonaro é o único brasileiro listado entre os 100 mais influentes da Time, com Trump e Netanyahu também aparecendo.",fake,train
faketweetbr_train_195,TIME incluiu Jair Bolsonaro para concorrer à PERSONALIDADE DO ANO; A PETRALHADA descobriu antes e ele tem apenas 3% de “YES” e 97% de “NO”.,fake,train
faketweetbr_train_196,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_197,Publicações afirmam que o bicarbonato de sódio ajudaria na cura de câncer e que o câncer é um fungo.,true,train
faketweetbr_train_198,O comercial vetado por Bolsonaro custou R$ 17 milhões e o filme Tropa de Elite custou R$ 11 milhões.,fake,test
faketweetbr_train_199,O comercial de 30 segundos do Banco do Brasil foi vetado pelo presidente Bolsonaro e custou aos cofres da nação R$ 17 milhões.,fake,test
faketweetbr_train_200,"Bolsonaro vetou o comercial do Banco do Brasil e o diretor foi exonerado, segundo colunista.",true,test
faketweetbr_train_201,O Prefeito do Rio de Janeiro quer fechar o Instituto Nise da Silveira no dia 30 de abril.,fake,test
faketweetbr_train_202,Criminosos estão usando indevidamente a marca Atacadão para espalhar golpe que promete cestas básicas grátis.,true,test
faketweetbr_train_203,"O decreto 9.745/2019 apenas estabelece a 'regulação profissional' entre as 37 áreas de competência do @MinEconomia, ou seja, não acaba com a obrigatoriedade do exame; em nota, a OAB reiterou que a informação é falsa.",true,test
faketweetbr_train_204,Presidente Bolsonaro extinguiu obrigatoriedade de prova da OAB ou filiação para exercer a função.,fake,test
faketweetbr_train_205,"É falsa a informação de que o governo editou um decreto que acabou com a obrigatoriedade da inscrição nos quadros da OAB para o exercício da advocacia, bem como a necessidade de realização do Exame de Ordem para tal registro.",true,test
faketweetbr_train_206,"Decreto nº 9.745, de 8 de abril de 2019, acabou com a obrigatoriedade de estar inscrito nos conselhos profissionais (OAB, CRM, CREA, CRP, CRF, etc.).",fake,test
faketweetbr_train_207,Navio da MSC (Mediterranean Shipping Cruises) descarta seu lixo no mar.,fake,test
faketweetbr_train_208,Vídeo mostra navio MSC jogando lixo na Costa Brasileira.,fake,test
